i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize,Rural
283,2000,Metropolitana,1,3,1,1,1,0,0,0,2,2,0,0,0,0,2.397895273,0
284,2000,Metropolitana,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
285,2000,Metropolitana,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1.609437912,0
286,2000,Metropolitana,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1.609437912,0
287,2000,Metropolitana,0,0,0,0,1,0,2,1,2,0,0,0,0,0,1.791759469,0
288,2000,Metropolitana,1,1,0,2,1,1,0,0,0,1,1,0,0,0,2.079441542,0
289,2000,Metropolitana,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,0
290,2000,Metropolitana,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1.386294361,0
291,2000,Metropolitana,1,1,0,2,0,0,0,0,1,1,0,0,0,0,1.791759469,0
292,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
293,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289,0
294,2000,Metropolitana,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.098612289,0
295,2000,Metropolitana,0,0,0,0,2,0,1,0,0,0,1,1,0,0,1.609437912,0
296,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6931471806,0
297,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0
298,2000,Metropolitana,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912,0
299,2000,Metropolitana,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361,0
300,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806,0
301,2000,Metropolitana,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.098612289,0
302,2000,Metropolitana,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1.386294361,0
303,2000,Metropolitana,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361,0
304,2000,Metropolitana,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1.609437912,0
305,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
306,2000,Metropolitana,0,0,0,0,1,0,2,0,0,2,0,2,1,0,2.079441542,0
307,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1.098612289,0
308,2000,Metropolitana,0,0,0,0,1,0,0,0,0,2,1,1,0,0,1.609437912,0
309,2000,Metropolitana,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
310,2000,Metropolitana,0,0,1,0,2,0,1,1,0,0,1,1,0,0,1.945910149,0
311,2000,Metropolitana,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1.098612289,0
312,2000,Metropolitana,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1.791759469,0
313,2000,Metropolitana,0,0,0,1,0,0,0,1,0,0,1,2,0,1,1.791759469,0
314,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0
315,2000,Metropolitana,0,0,1,0,0,0,2,0,0,0,1,1,0,0,1.609437912,0
316,2000,Metropolitana,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1.386294361,0
317,2000,Metropolitana,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.098612289,0
318,2000,Metropolitana,0,0,1,1,0,0,0,0,0,2,1,1,0,0,1.791759469,0
319,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.098612289,0
320,2000,Metropolitana,0,1,1,0,1,0,0,1,2,0,0,2,0,0,2.079441542,0
321,2000,Metropolitana,1,1,1,2,1,0,0,0,1,2,1,1,0,0,2.397895273,0
322,2000,Metropolitana,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1.386294361,0
323,2000,Metropolitana,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1.609437912,0
324,2000,Metropolitana,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1.386294361,0
325,2000,Metropolitana,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1.791759469,0
326,2000,Metropolitana,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1.386294361,0
327,2000,Metropolitana,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1.609437912,0
328,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471806,0
329,2000,Metropolitana,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1.098612289,0
330,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361,0
331,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471806,0
332,2000,Metropolitana,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361,0
333,2000,Metropolitana,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1.791759469,0
334,2000,Metropolitana,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289,0
335,2000,Metropolitana,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1.386294361,0
336,2000,Metropolitana,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1.098612289,0
337,2000,Metropolitana,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912,0
338,2000,Metropolitana,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
339,2000,Metropolitana,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,0
340,2000,Metropolitana,0,1,0,0,0,0,0,1,2,1,0,0,1,1,1.945910149,0
341,2000,Metropolitana,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1.609437912,0
342,2000,Metropolitana,0,0,1,0,2,1,0,1,0,0,0,1,1,0,1.945910149,0
343,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471806,0
344,2000,Metropolitana,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1.386294361,0
345,2000,Metropolitana,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1.098612289,0
346,2000,Metropolitana,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1.386294361,0
347,2000,Metropolitana,1,1,0,3,0,0,0,0,1,3,0,1,0,0,2.302585093,0
348,2000,Metropolitana,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.098612289,0
349,2000,Metropolitana,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1.386294361,0
350,2000,Metropolitana,1,0,0,1,1,2,2,0,0,0,0,1,1,0,2.197224577,0
351,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1.098612289,0
352,2000,Metropolitana,0,1,0,0,2,0,0,1,0,0,1,1,0,0,1.791759469,0
353,2000,Metropolitana,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1.791759469,0
354,2000,Metropolitana,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1.098612289,0
355,2000,Metropolitana,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1.791759469,0
356,2000,Metropolitana,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1.791759469,0
357,2000,Metropolitana,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1.386294361,0
358,2000,Metropolitana,0,1,1,0,0,0,0,0,1,0,0,2,0,1,1.791759469,0
359,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
360,2000,Metropolitana,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.6931471806,0
361,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0
362,2000,Metropolitana,1,1,1,2,0,0,0,0,0,1,1,0,0,0,1.945910149,0
363,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
364,2000,Metropolitana,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1.386294361,0
365,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1.609437912,0
366,2000,Metropolitana,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1.791759469,0
367,2000,Metropolitana,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806,0
368,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0
369,2000,Metropolitana,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912,0
370,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6931471806,0
371,2000,Metropolitana,0,0,0,2,0,0,1,1,0,1,1,0,0,0,1.791759469,0
372,2000,Metropolitana,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0
373,2000,Metropolitana,0,1,0,0,0,0,2,0,1,0,1,1,0,0,1.791759469,0
374,2000,Metropolitana,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1.386294361,0
375,2000,Metropolitana,0,0,1,0,2,0,0,0,0,0,1,1,0,0,1.609437912,0
376,2000,Metropolitana,0,0,0,0,0,2,0,1,0,0,1,1,0,0,1.609437912,0
377,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361,0
378,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289,0
379,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1.098612289,0
380,2000,Metropolitana,0,0,0,0,0,2,0,0,0,1,1,0,0,1,1.609437912,0
381,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806,0
382,2000,Metropolitana,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1.386294361,0
383,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806,0
384,2000,Metropolitana,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1.609437912,0
385,2000,Metropolitana,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.098612289,0
386,2000,Metropolitana,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1.609437912,0
387,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
388,2000,Metropolitana,0,0,1,0,0,2,0,1,0,0,1,1,0,0,1.791759469,0
389,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289,0
390,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
391,2000,Metropolitana,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,0
392,2000,Metropolitana,0,0,0,1,0,1,0,0,2,1,0,0,0,0,1.609437912,0
393,2000,Metropolitana,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1.386294361,0
394,2000,Metropolitana,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289,0
395,2000,Metropolitana,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1.386294361,0
396,2000,Metropolitana,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1.098612289,0
397,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806,0
398,2000,Metropolitana,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1.791759469,0
399,2000,Metropolitana,0,0,1,0,0,2,0,1,0,0,1,1,0,0,1.791759469,0
400,2000,Metropolitana,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0
401,2000,Metropolitana,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361,0
402,2000,Metropolitana,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1.609437912,0
403,2000,Metropolitana,0,1,2,1,1,2,0,0,0,0,1,1,0,0,2.197224577,0
404,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1.098612289,0
405,2000,Metropolitana,1,0,3,0,0,1,0,0,1,1,0,0,0,0,1.945910149,0
406,2000,Metropolitana,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1.791759469,0
407,2000,Metropolitana,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1.791759469,0
408,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0
409,2000,Metropolitana,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1.609437912,0
410,2000,Metropolitana,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1.791759469,0
411,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,0
412,2000,Metropolitana,0,1,0,0,0,0,0,2,0,0,1,0,1,1,1.791759469,0
413,2000,Metropolitana,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1.609437912,0
414,2000,Metropolitana,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1.609437912,0
415,2000,Metropolitana,1,0,2,0,0,0,0,0,1,1,0,0,0,0,1.609437912,0
416,2000,Metropolitana,0,0,0,0,0,3,0,0,0,1,0,1,1,0,1.791759469,0
417,2000,Metropolitana,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1.386294361,0
418,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289,0
419,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806,0
420,2000,Metropolitana,0,1,0,1,1,2,1,1,0,0,1,1,0,0,2.197224577,0
421,2000,Metropolitana,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0
422,2000,Metropolitana,0,0,0,0,0,2,0,0,0,0,3,1,1,1,2.079441542,0
423,2000,Metropolitana,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1.098612289,0
424,2000,Metropolitana,1,0,0,0,0,0,0,0,2,1,1,1,0,0,1.791759469,0
425,2000,Metropolitana,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
426,2000,Metropolitana,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1.098612289,0
427,2000,Metropolitana,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.6931471806,0
428,2000,Metropolitana,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.6931471806,0
429,2000,Metropolitana,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1.098612289,0
430,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
431,2000,Metropolitana,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1.609437912,0
432,2000,Metropolitana,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1.098612289,0
433,2000,Metropolitana,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806,0
434,2000,Metropolitana,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0
435,2000,Metropolitana,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1.609437912,0
436,2000,Metropolitana,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1.609437912,0
437,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
438,2000,Metropolitana,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1.386294361,0
439,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806,0
440,2000,Metropolitana,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.098612289,0
441,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289,0
442,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361,0
443,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
444,2000,Metropolitana,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1.386294361,0
445,2000,Metropolitana,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1.098612289,0
446,2000,Metropolitana,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1.386294361,0
447,2000,Metropolitana,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1.609437912,0
448,2000,Metropolitana,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1.609437912,0
449,2000,Metropolitana,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.098612289,0
450,2000,Metropolitana,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1.609437912,0
451,2000,Metropolitana,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.6931471806,0
452,2000,Metropolitana,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1.386294361,0
453,2000,Metropolitana,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1.791759469,0
454,2000,Metropolitana,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1.791759469,0
455,2000,Metropolitana,0,0,2,1,0,1,1,0,0,0,0,1,0,0,1.791759469,0
456,2000,Metropolitana,2,0,0,2,0,0,0,0,1,1,0,0,0,0,1.791759469,0
457,2000,Metropolitana,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0
458,2000,Metropolitana,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1.386294361,0
459,2000,Metropolitana,2,1,1,0,0,0,0,0,2,1,0,1,1,0,2.197224577,0
460,2000,Metropolitana,0,0,0,0,0,2,2,0,0,0,1,1,0,0,1.791759469,0
461,2000,Metropolitana,0,1,0,0,3,1,0,2,4,1,0,1,1,0,2.63905733,0
462,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806,0
463,2000,Metropolitana,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1.386294361,0
464,2000,Metropolitana,0,0,0,0,0,1,0,0,3,0,0,1,1,0,1.791759469,0
465,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
466,2000,Metropolitana,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1.386294361,0
467,2000,Metropolitana,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1.945910149,0
468,2000,Metropolitana,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1.609437912,0
469,2000,Metropolitana,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1.609437912,0
470,2000,Metropolitana,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,0
471,2000,Metropolitana,0,0,0,0,0,0,1,0,1,2,1,0,1,1,1.945910149,1
472,2000,Metropolitana,1,0,0,1,1,0,0,0,1,1,1,0,2,1,2.197224577,1
473,2000,Metropolitana,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1.609437912,1
474,2000,Metropolitana,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1.791759469,1
475,2000,Metropolitana,0,0,1,1,2,0,1,0,2,0,0,1,1,0,2.197224577,1
476,2000,Metropolitana,0,0,0,1,0,0,0,0,0,3,0,1,1,0,1.791759469,1
477,2000,Metropolitana,0,0,0,0,1,0,0,0,0,1,0,1,2,1,1.791759469,1
478,2000,Metropolitana,0,0,2,0,0,1,0,0,0,0,1,1,0,0,1.609437912,1
479,2000,Metropolitana,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.098612289,1
480,2000,Metropolitana,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1.791759469,1
481,2000,Metropolitana,0,0,0,3,0,1,0,0,0,1,1,0,0,0,1.791759469,0
482,2000,Metropolitana,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1.609437912,0
483,2000,Metropolitana,0,0,0,0,1,0,1,0,0,2,0,0,1,1,1.791759469,0
484,2000,Metropolitana,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.098612289,0
485,2000,Metropolitana,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1.609437912,0
486,2000,Metropolitana,0,0,0,0,0,2,1,0,0,1,1,1,0,0,1.791759469,0
487,2000,Metropolitana,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1.386294361,0
488,2000,Metropolitana,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1.609437912,0
489,2000,Metropolitana,0,0,0,0,1,0,2,0,0,0,1,1,0,0,1.609437912,0
490,2000,Metropolitana,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1.386294361,0
491,2000,Metropolitana,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1.609437912,0
492,2000,Metropolitana,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912,0
493,2000,Metropolitana,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0
494,2000,Metropolitana,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1.791759469,0
495,2000,Metropolitana,0,1,1,0,0,1,1,1,0,0,1,1,0,1,2.079441542,0
496,2000,Metropolitana,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1.386294361,0
497,2000,Metropolitana,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1.791759469,0
498,2000,Metropolitana,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1.609437912,0
499,2000,Metropolitana,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.098612289,1
500,2000,Metropolitana,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
501,2000,Metropolitana,1,1,0,1,0,0,1,1,3,1,0,1,1,0,2.397895273,1
502,2000,Metropolitana,0,0,0,0,1,1,0,2,1,0,1,1,0,0,1.945910149,1
503,2000,Metropolitana,0,2,1,1,1,1,2,0,1,1,1,1,0,0,2.48490665,1
504,2000,Metropolitana,0,1,0,0,0,0,2,0,1,1,1,1,0,0,1.945910149,1
505,2000,Metropolitana,1,0,0,1,1,0,0,1,2,1,0,1,0,0,2.079441542,1
506,2000,Metropolitana,0,0,0,1,0,1,0,1,2,0,1,1,0,0,1.945910149,1
507,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
508,2000,Metropolitana,0,1,0,2,0,2,0,0,0,0,1,1,0,1,2.079441542,1
509,2000,Metropolitana,0,1,0,2,0,0,1,0,0,0,1,2,1,0,2.079441542,1
510,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
511,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
512,2000,Metropolitana,0,0,0,1,0,2,0,0,0,0,0,0,1,2,1.791759469,1
513,2000,Metropolitana,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1.609437912,0
514,2000,Metropolitana,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1.386294361,0
515,2000,Metropolitana,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1.791759469,0
516,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
517,2000,Metropolitana,0,0,0,2,0,0,0,1,0,0,1,1,0,0,1.609437912,0
518,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
519,2000,Metropolitana,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
520,2000,Metropolitana,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1.791759469,0
521,2000,Metropolitana,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1.609437912,0
522,2000,Metropolitana,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1.945910149,1
523,2000,Metropolitana,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806,1
524,2000,Metropolitana,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1.386294361,1
525,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
526,2000,Metropolitana,0,1,2,0,0,0,0,1,0,0,0,2,0,1,1.945910149,1
527,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
528,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
529,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,0
530,2000,Metropolitana,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1.609437912,0
531,2000,Metropolitana,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.098612289,0
532,2000,Metropolitana,0,1,0,0,1,0,1,0,2,2,0,1,2,0,2.302585093,0
533,2000,Metropolitana,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1.945910149,0
534,2000,Metropolitana,1,0,0,2,0,0,0,0,0,0,1,1,0,0,1.609437912,0
535,2000,Metropolitana,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
536,2000,Metropolitana,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
537,2000,Metropolitana,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1.386294361,0
538,2000,Metropolitana,0,2,1,0,0,2,2,1,0,0,1,1,0,0,2.302585093,0
539,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
540,2000,Metropolitana,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0
541,2000,Metropolitana,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1.945910149,0
542,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0
543,2000,Metropolitana,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1.945910149,0
544,2000,Metropolitana,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,0
545,2000,Metropolitana,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1.791759469,0
546,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6931471806,0
547,2000,Metropolitana,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1.386294361,0
548,2000,Metropolitana,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1.791759469,0
549,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6931471806,0
550,2000,Metropolitana,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1.386294361,0
551,2000,Metropolitana,0,0,0,1,1,2,0,0,0,0,1,1,0,0,1.791759469,0
552,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0
553,2000,Metropolitana,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1.791759469,0
554,2000,Metropolitana,1,0,0,1,0,0,0,0,1,0,2,1,1,1,2.079441542,0
555,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289,0
556,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289,0
557,2000,Metropolitana,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1.386294361,0
558,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1.098612289,0
559,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806,0
560,2000,Metropolitana,2,1,0,0,0,0,0,1,5,3,1,0,1,1,2.708050201,0
561,2000,Metropolitana,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1.386294361,0
562,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806,0
563,2000,Metropolitana,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1.791759469,0
564,2000,Metropolitana,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
565,2000,Metropolitana,1,0,0,1,0,2,0,1,0,0,1,1,0,0,1.945910149,1
566,2000,Metropolitana,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
567,2000,Metropolitana,0,0,1,2,1,1,0,2,0,0,1,1,0,0,2.197224577,1
568,2000,Metropolitana,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1.609437912,1
569,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289,1
570,2000,Metropolitana,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
571,2000,Metropolitana,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1
